Science - NGSS,1,17150,1-PS4,Waves and their Applications in Technologies for Information Transfer,waves   applications  technologies  information transf,waves applications technologies information transf,,,,,,
Science - NGSS,3,17161,3-LS1,From Molecules to Organisms: Structures and Processes, molecules  organisms structures  process,molecules organisms structures process,,,,,,
Science - NGSS,3,17162,3-LS2,"Ecosystems: Interactions, Energy, and Dynamics",ecosystems interactions energy  dynam,ecosystems  energy dynam,,,,,,
Science - NGSS,3,17163,3-LS3,Heredity: Inheritance and Variation of Traits,heredity inheritance  variation  trait,heredity inheritance variation trait,,,,,,
Science - NGSS,3,17164,3-LS4,Biological Evolution: Unity and Diversity,biological evolution unity  divers,biological evolution unity ,,,,,,
Science - NGSS,3,17165,3-ESS2,Earth's Systems,earths system,earths system,,,,,,
Science - NGSS,3,17166,3-ESS3,Earth and Human Activity,earth  human act,earth human ,,,,,,
Science - NGSS,3,17239,3-PS2-1,Plan and conduct an investigation to provide evidence of the effects of balanced and unbalanced forces on the motion of an object.,plan  conduct  investigation  provide evidence   effects  balanced  unbalanced forces   motion   object,plan conduct investigation provide evidence  balanced  force motion object,,,,,,
Science - NGSS,3,17240,3-PS2-2,Make observations and/or measurements of an object's motion to provide evidence that a pattern can be used to predict future motion.,make observations  measurements   objects motion  provide evidence   pattern can  used  predict future motion,make observations measurements objects motion provide evidence pattern can  predict future motion,,,,,,
Science - NGSS,3,17241,3-PS2-3,Ask questions to determine cause and effect relationships of electric or magnetic interactions between two objects not in contact with each other.,ask questions  determine cause  effect relationships  electric  magnetic interactions  two objects   contact   ,ask question determine  effect relationship electric magnetic   objects contact,,,,,,
Science - NGSS,3,17242,3-PS2-4,Define a simple design problem that can be solved by applying scientific ideas about magnets.,define  simple design problem  can  solved  applying scientific ideas  magnets,  design problem can   scientific idea magnets,,,,,,
Science - NGSS,3,17243,3-LS1-1,"Develop models to describe that organisms have unique and diverse life cycles but all have in common birth, growth, reproduction, and death.",develop models  describe  organisms  unique  diverse life cycles     common birth growth reproduction  death,develop models describe organisms unique diverse life cycles  birth growth reproduction death,,,,,,
Science - NGSS,3,17244,3-LS2-1,Construct an argument that some animals form groups that help members survive.,construct  argument   animals form groups  help members survive,construct argument animals form groups  members survive,,,,,,
Science - NGSS,3,17245,3-LS3-1,Analyze and interpret data to provide evidence that plants and animals have traits inherited from parents and that variation of these traits exists in a group of similar organisms.,analyze  interpret data  provide evidence  plants  animals  traits inherited  parents   variation   traits exists   group  similar organisms,analyze interpret data provide evidence plants animals traits inherited parents variation traits exists group similar organisms,,,,,,
Science - NGSS,3,17246,3-LS3-2,Use evidence to support the explanation that traits can be influenced by the environment.,use evidence  support  explanation  traits can  influenced   environment, evidence support explanation traits can influenced environment,,,,,,
Science - NGSS,3,17247,3-LS4-1,Analyze and interpret data from fossils to provide evidence of the organisms and the environments in which they lived long ago.,analyze  interpret data  fossils  provide evidence   organisms   environments    lived long ago,analyze interpret data fossils provide evidence organisms environments lived long ,,,,,,
Science - NGSS,3,17248,3-LS4-2,"Use evidence to construct an explanation for how the variations in characteristics among individuals of the same species may provide advantages in surviving, finding mates, and reproducing.",use evidence  construct  explanation    variations  characteristics among individuals    species may provide advantages  surviving finding mates  reproducing, evidence construct explanation variations characteristics  individuals species  provide advantages surviving find mates reproducing,,,,,,
Science - NGSS,3,17249,3-LS4-3,"Construct an argument with evidence that in a particular habitat some organisms can survive well, some survive less well, and some cannot survive at all.",construct  argument  evidence    particular habitat  organisms can survive well  survive less well    survive  ,construct argument evidence particular habitat organisms can survive well survive less well survive,,,,,,
Science - NGSS,3,17250,3-LS4-4,Make a claim about the merit of a solution to a problem caused when the environment changes and the types of plants and animals that live there may change.,make  claim   merit   solution   problem caused   environment changes   types  plants  animals  live  may change,make claim merit solution problem  environment changes types plants animals   change,,,,,,
Science - NGSS,3,17251,3-ESS2-1,Represent data in tables and graphical displays to describe typical weather conditions expected during a particular season.,represent data  tables  graphical displays  describe typical weather conditions expected   particular season, data tables graphical displays describe  weather conditions expected particular season,,,,,,
Science - NGSS,3,17252,3-ESS2-2,Obtain and combine information to describe climates in different regions of the world.,obtain  combine information  describe climates  different regions   world, combine information describe climates different regions world,,,,,,
Science - NGSS,3,17253,3-ESS3-1,Make a claim about the merit of a design solution that reduces the impacts of a weather-related hazard.,make  claim   merit   design solution  reduces  impacts   weatherrelated hazard,make claim merit design solution reduces  weatherrelated hazard,,,,,,
Science - NGSS,3,17457,PS2.A,Forces and Motion,forces  mot,force ,,,,,,
Science - NGSS,3,17458,PS2.B,Types of Interactions,types  interact,types interact,,,,,,
Science - NGSS,3,17459,PS2.A,Forces and Motion,forces  mot,force ,,,,,,
Science - NGSS,3,17460,PS2.B,Types of Interactions,types  interact,types interact,,,,,,
Science - NGSS,3,17461,PS2.B,Types of Interactions,types  interact,types interact,,,,,,
Science - NGSS,3,17462,LS1.B,Growth and Development of Organisms,growth  development  organ,growth development organ,,,,,,
Science - NGSS,3,17463,LS2.D,Social Interactions and Group Behavior,social interactions  group behavior,social  group behavior,,,,,,
Science - NGSS,3,17464,LS3.A,Inheritance of Traits,inheritance  trait,inheritance trait,,,,,,
Science - NGSS,3,17465,LS3.B,Variation of Traits,variation  trait,variation trait,,,,,,
Science - NGSS,3,17466,LS3.A,Inheritance of Traits,inheritance  trait,inheritance trait,,,,,,
Science - NGSS,3,17467,LS3.B,Variation of Traits,variation  trait,variation trait,,,,,,
Science - NGSS,3,17468,LS4.A,Evidence of Common Ancestry and Diversity,evidence  common ancestry  divers,evidence  ancestry ,,,,,,
Science - NGSS,3,17469,LS4.B,Natural Selection,natural select,natural select,,,,,,
Science - NGSS,3,17470,LS4.C,Adaptation,adapt,adapt,,,,,,
Science - NGSS,3,17471,LS2.C,"Ecosystem Dynamics, Functioning, and Resilience",ecosystem dynamics functioning  resili,ecosystem dynamics functioning resili,,,,,,
Science - NGSS,3,17472,LS4.D,Biodiversity and Humans,biodiversity  human,biodiversity human,,,,,,
Science - NGSS,3,17473,ESS2.D,Weather and Climate,weather  clim,weather clim,,,,,,
Science - NGSS,3,17474,ESS2.D,Weather and Climate,weather  clim,weather clim,,,,,,
Science - NGSS,3,17475,ESS3.B,Natural Hazards,natural hazard,natural hazard,,,,,,
Science - NGSS,4,17167,4-PS3,Energy,energi,energi,,,,,,
Science - NGSS,4,17168,4-PS4,Waves and their Applications in Technologies for Information Transfer,waves   applications  technologies  information transf,waves applications technologies information transf,,,,,,
Science - NGSS,4,17169,4-LS1,From Molecules to Organisms: Structures and Processes, molecules  organisms structures  process,molecules organisms structures process,,,,,,
Science - NGSS,4,17170,4-ESS1,Earth's Place in the Universe,earths place   univers,earths place univers,,,,,,
Science - NGSS,4,17171,4-ESS2,Earth's Systems,earths system,earths system,,,,,,
Science - NGSS,4,17172,4-ESS3,Earth and Human Activity,earth  human act,earth human ,,,,,,
Science - NGSS,4,17254,4-PS3-1,Use evidence to construct an explanation relating the speed of an object to the energy of that object.,use evidence  construct  explanation relating  speed   object   energy   object, evidence construct explanation relating speed object energy object,,,,,,
Science - NGSS,4,17255,4-PS3-2,"Make observations to provide evidence that energy can be transferred from place to place by sound, light, heat, and electric currents.",make observations  provide evidence  energy can  transferred  place  place  sound light heat  electric currents,make observations provide evidence energy can transferred place place sound light heat electric currents,,,,,,
Science - NGSS,4,17256,4-PS3-3,Ask questions and predict outcomes about the changes in energy that occur when objects collide.,ask questions  predict outcomes   changes  energy  occur  objects collide,ask question predict outcomes changes energy  objects collide,,,,,,
Science - NGSS,4,17257,4-PS3-4,"Apply scientific ideas to design, test, and refine a device that converts energy from one form to another.",apply scientific ideas  design test  refine  device  converts energy  one form  another, scientific idea design test refine device converts energy  form another,,,,,,
Science - NGSS,4,17258,4-PS4-1,Develop a model of waves to describe patterns in terms of amplitude and wavelength and that waves can cause objects to move.,develop  model  waves  describe patterns  terms  amplitude  wavelength   waves can cause objects  move,develop model waves describe pattern term amplitude wavelength waves can  objects ,,,,,,
Science - NGSS,4,17259,4-PS4-2,Develop a model to describe that light reflecting from objects and entering the eye allows objects to be seen.,develop  model  describe  light reflecting  objects  entering  eye allows objects   seen,develop model describe light  objects entering eye  objects ,,,,,,
Science - NGSS,4,17260,4-PS4-3,Generate and compare multiple solutions that use patterns to transfer information.,generate  compare multiple solutions  use patterns  transfer information,generate compare multiple solutions  pattern transfer information,,,,,,
Science - NGSS,4,17261,4-LS1-1,"Construct an argument that plants and animals have internal and external structures that function to support survival, growth, behavior, and reproduction.",construct  argument  plants  animals  internal  external structures  function  support survival growth behavior  reproduction,construct argument plants animals internal external structures function support survival growth behavior reproduction,,,,,,
Science - NGSS,4,17262,4-LS1-2,"Use a model to describe that animals receive different types of information through their senses, process the information in their brain, and respond to the information in different ways.",use  model  describe  animals receive different types  information   senses process  information   brain  respond   information  different ways, model describe animals  different types information senses process information brain respond information different ,,,,,,
Science - NGSS,4,17263,4-ESS1-1,Identify evidence from patterns in rock formations and fossils in rock layers to support an explanation for changes in a landscape over time.,identify evidence  patterns  rock formations  fossils  rock layers  support  explanation  changes   landscape  time,identify evidence pattern rock  fossils rock layers support explanation changes landscape time,,,,,,
Science - NGSS,4,17264,4-ESS2-1,"Make observations and/or measurements to provide evidence of the effects of weathering or the rate of erosion by water, ice, wind, or vegetation.",make observations  measurements  provide evidence   effects  weathering   rate  erosion  water ice wind  vegetation,make observations measurements provide evidence  weathering rate erosion water ice wind vegetation,,,,,,
Science - NGSS,4,17265,4-ESS2-2,Analyze and interpret data from maps to describe patterns of Earth's features.,analyze  interpret data  maps  describe patterns  earths features,analyze interpret data maps describe pattern earths features,,,,,,
Science - NGSS,4,17266,4-ESS3-1,Obtain and combine information to describe that energy and fuels are derived from natural resources and their uses affect the environment.,obtain  combine information  describe  energy  fuels  derived  natural resources   uses affect  environment, combine information describe energy fuels  natural resources  affect environment,,,,,,
Science - NGSS,4,17267,4-ESS3-2,Generate and compare multiple solutions to reduce the impacts of natural Earth processes on humans.,generate  compare multiple solutions  reduce  impacts  natural earth processes  humans,generate compare multiple solutions reduce  natural earth process humans,,,,,,
Science - NGSS,4,17476,PS3.A,Definitions of Energy,definitions  energi,definitions energi,,,,,,
Science - NGSS,4,17477,PS3.A,Definitions of Energy,definitions  energi,definitions energi,,,,,,
Science - NGSS,4,17478,PS3.B,Conservation of Energy and Energy Transfer,conservation  energy  energy transf,conservation energy energy transf,,,,,,
Science - NGSS,4,17479,PS3.A,Definitions of Energy,definitions  energi,definitions energi,,,,,,
Science - NGSS,4,17480,PS3.B,Conservation of Energy and Energy Transfer,conservation  energy  energy transf,conservation energy energy transf,,,,,,
Science - NGSS,4,17481,PS3.C,Relationship Between Energy and Forces,relationship  energy  forc,relationship energy forc,,,,,,
Science - NGSS,4,17482,PS3.B,Conservation of Energy and Energy Transfer,conservation  energy  energy transf,conservation energy energy transf,,,,,,
Science - NGSS,4,17483,PS3.D,Energy in Chemical Processes and Everyday Life,energy  chemical processes  everyday lif,energy chemical process everyday lif,,,,,,
Science - NGSS,4,17484,ETS1.A,Defining Engineering Problems,defining engineering problem,defining engineering problem,,,,,,
Science - NGSS,4,17485,PS4.A,Wave Properties,wave properti,wave properti,,,,,,
Science - NGSS,4,17486,PS4.B,Electromagnetic Radiation,electromagnetic radi,electromagnetic radi,,,,,,
Science - NGSS,4,17487,PS4.C,Information Technologies and Instrumentation,information technologies  instrument,information technologies instrument,,,,,,
Science - NGSS,4,17488,ETS1.C,Optimizing The Design Solution,optimizing  design solut,optimizing design solut,,,,,,
Science - NGSS,4,17489,LS1.A,Structure and Function,structure  funct,structure funct,,,,,,
Science - NGSS,4,17490,LS1.D,Information Processing,information process,information process,,,,,,
Science - NGSS,4,17491,ESS1.C,The History of Planet Earth, history  planet earth,history planet earth,,,,,,
Science - NGSS,4,17492,ESS2.A,Earth Materials and Systems,earth materials  system,earth material system,,,,,,
Science - NGSS,4,17493,ESS2.E,Biogeology,biogeolog,biogeolog,,,,,,
Science - NGSS,4,17494,ESS2.B,Plate Tectonics and Large-Scale System Interactions,plate tectonics  largescale system interact,plate tectonics largescale system interact,,,,,,
Science - NGSS,4,17495,ESS3.A,Natural Resources,natural resourc,natural resourc,,,,,,
Science - NGSS,4,17496,ESS3.B,Natural Hazards,natural hazard,natural hazard,,,,,,
Science - NGSS,4,17497,ETS1.B,Designing Solutions to Engineering Problems,designing solutions  engineering problem,designing solutions engineering problem,,,,,,
Science - NGSS,5,17173,5-PS1,Matter and Its Interactions,matter   interact,matter interact,,,,,,
Science - NGSS,5,17174,5-PS2,Motion and Stability: Forces and Interactions,motion  stability forces  interact,motion stability force interact,,,,,,
Science - NGSS,5,17175,5-PS3,Energy,energi,energi,,,,,,
Science - NGSS,5,17176,5-LS1,From Molecules to Organisms: Structures and Processes, molecules  organisms structures  process,molecules organisms structures process,,,,,,
Science - NGSS,5,17177,5-LS2,"Ecosystems: Interactions, Energy, and Dynamics",ecosystems interactions energy  dynam,ecosystems  energy dynam,,,,,,
Science - NGSS,5,17178,5-ESS1,Earth's Place in the Universe,earths place   univers,earths place univers,,,,,,
Science - NGSS,5,17179,5-ESS2,Earth's Systems,earths system,earths system,,,,,,
Science - NGSS,5,17180,5-ESS3,Earth and Human Activity,earth  human act,earth human ,,,,,,
Science - NGSS,5,17181,3-5-ETS1,Engineering Design,engineering design,engineering design,,,,,,
Science - NGSS,5,17268,5-PS1-1,Develop a model to describe that matter is made of particles too small to be seen.,develop  model  describe  matter  made  particles  small   seen,develop model describe matter made particles  ,,,,,,
Science - NGSS,5,17269,5-PS1-2,"Measure and graph quantities to provide evidence that regardless of the type of change that occurs when heating, cooling, or mixing substances, the total weight of matter is conserved.",measure  graph quantities  provide evidence  regardless   type  change  occurs  heating cooling  mixing substances  total weight  matter  conserved,measure graph quantity provide evidence regardless type change occurs heating cooling mixing substances total weight matter conserved,,,,,,
Science - NGSS,5,17270,5-PS1-3,Make observations and measurements to identify materials based on their properties.,make observations  measurements  identify materials based   properties,make observations measurements identify material based property,,,,,,
Science - NGSS,5,17271,5-PS1-4,Conduct an investigation to determine whether the mixing of two or more substances results in new substances.,conduct  investigation  determine whether  mixing  two   substances results  new substances,conduct investigation determine  mixing  substances results new substances,,,,,,
Science - NGSS,5,17272,5-PS2-1,Support an argument that the gravitational force exerted by Earth on objects is directed down.,support  argument   gravitational force exerted  earth  objects  directed ,support argument gravitational force exerted earth objects directed,,,,,,
Science - NGSS,5,17273,5-PS3-1,"Use models to describe that energy in animals' food (used for body repair, growth, motion, and to maintain body warmth) was once energy from the sun.",use models  describe  energy  animals food used  body repair growth motion   maintain body warmth   energy   sun, models describe energy animals food  body repair growth motion maintain body  energy sun,,,,,,
Science - NGSS,5,17274,5-LS1-1,Support an argument that plants get the materials they need for growth chiefly from air and water.,support  argument  plants get  materials  need  growth chiefly  air  water,support argument plants get material  growth  air water,,,,,,
Science - NGSS,5,17275,5-LS2-1,"Develop a model to describe the movement of matter among plants, animals, decomposers, and the environment.",develop  model  describe  movement  matter among plants animals decomposers   environment,develop model describe  matter  plants animals decomposers environment,,,,,,
Science - NGSS,5,17276,5-ESS1-1,Support an argument that differences in the apparent brightness of the sun compared to other stars is due to their relative distances from Earth.,support  argument  differences   apparent brightness   sun compared   stars  due   relative distances  earth,support argument differences apparent brightness sun compared stars  relative distances earth,,,,,,
Science - NGSS,5,17277,5-ESS1-2,"Represent data in graphical displays to reveal patterns of daily changes in length and direction of shadows, day and night, and the seasonal appearance of some stars in the night sky.",represent data  graphical displays  reveal patterns  daily changes  length  direction  shadows day  night   seasonal appearance   stars   night sky, data graphical displays reveal pattern  changes length direction  day night seasonal appearance stars night ,,,,,,
Science - NGSS,5,17278,5-ESS2-1,"Develop a model using an example to describe ways the geosphere, biosphere, hydrosphere, and/or atmosphere interact.",develop  model using  example  describe ways  geosphere biosphere hydrosphere  atmosphere interact,develop model  example describe  geosphere biosphere hydrosphere atmosphere interact,,,,,,
Science - NGSS,5,17279,5-ESS2-2,Describe and graph the amounts and percentages of water and fresh water in various reservoirs to provide evidence about the distribution of water on Earth.,describe  graph  amounts  percentages  water  fresh water  various reservoirs  provide evidence   distribution  water  earth,describe graph amounts percentages water  water various  provide evidence distribution water earth,,,,,,
Science - NGSS,5,17280,5-ESS3-1,Obtain and combine information about ways individual communities use science ideas to protect the Earth's resources and environment.,obtain  combine information  ways individual communities use science ideas  protect  earths resources  environment, combine information  individual communities  science idea protect earths resources environment,,,,,,
Science - NGSS,5,17281,3-5-ETS1-1,"Define a simple design problem reflecting a need or a want that includes specified criteria for success and constraints on materials, time, or cost.",define  simple design problem reflecting  need   want  includes specified criteria  success  constraints  materials time  cost,  design problem    includes specified criteria success constraints material time cost,,,,,,
Science - NGSS,5,17282,3-5-ETS1-2,Generate and compare multiple possible solutions to a problem based on how well each is likely to meet the criteria and constraints of the problem.,generate  compare multiple possible solutions   problem based   well   likely  meet  criteria  constraints   problem,generate compare multiple possible solutions problem based well likely meet criteria constraints problem,,,,,,
Science - NGSS,5,17283,3-5-ETS1-3,Plan and carry out fair tests in which variables are controlled and failure points are considered to identify aspects of a model or prototype that can be improved.,plan  carry  fair tests   variables  controlled  failure points  considered  identify aspects   model  prototype  can  improved,plan carry  test variables controlled failure point  identify aspects model prototype can improved,,,,,,
Science - NGSS,5,17498,PS1.A,Structure and Properties of Matter,structure  properties  matt,structure property ,,,,,,
Science - NGSS,5,17499,PS1.A,Structure and Properties of Matter,structure  properties  matt,structure property ,,,,,,
Science - NGSS,5,17500,PS1.B,Chemical Reactions,chemical react,chemical react,,,,,,
Science - NGSS,5,17501,PS1.A,Structure and Properties of Matter,structure  properties  matt,structure property ,,,,,,
Science - NGSS,5,17502,PS1.B,Chemical Reactions,chemical react,chemical react,,,,,,
Science - NGSS,5,17503,PS2.B,Types of Interactions,types  interact,types interact,,,,,,
Science - NGSS,5,17504,PS3.D,Energy in Chemical Processes and Everyday Life,energy  chemical processes  everyday lif,energy chemical process everyday lif,,,,,,
Science - NGSS,5,17505,LS1.C,Organization for Matter and Energy Flow in Organisms,organization  matter  energy flow  organ,organization matter energy flow organ,,,,,,
Science - NGSS,5,17506,LS1.C,Organization for Matter and Energy Flow in Organisms,organization  matter  energy flow  organ,organization matter energy flow organ,,,,,,
Science - NGSS,5,17507,LS2.A,Interdependent Relationships in Ecosystems,interdependent relationships  ecosystem,interdepent relationship ecosystem,,,,,,
